Predicted Rent,Predicted Class
24470.822,1
34342.184,1
9033.013,0
65116.668,1
18907.752,1
53098.965,1
32587.164,1
12318.517,0
28718.594,0
54682.973,1
24243.781,1
27811.793,1
29907.084,0
16911.041,0
35206.58,0
29830.416,1
48952.13,1
13278.609,0
35584.945,1
34830.258,1
19625.428,0
29564.336,0
17170.385,0
20345.67,0
43481.504,1
56075.766,1
64068.03,1
14390.591,0
22617.662,0
61077.49,1
33021.13,1
15986.456,0
39491.67,1
40421.28,1
42963.75,1
33486.848,1
16139.559,0
44751.84,1
22160.877,1
34683.344,1
24141.268,1
29695.99,1
38707.504,1
28136.068,1
30226.86,1
18044.408,1
39801.855,1
27752.846,1
35242.96,1
25765.81,1
17546.166,1
51701.37,1
24145.947,1
57057.414,1
50695.746,1
60510.3,1
40484.473,1
13548.632,0
48594.5,1
37548.12,1
57451.01,1
27424.006,1
32954.93,1
47646.832,1
44133.242,1
36279.78,1
25087.688,1
40562.742,1
29154.273,1
16744.639,1
35769.293,1
42835.137,1
48413.027,1
49869.953,0
29114.719,1
7998.194,0
64975.855,1
28363.145,1
31059.252,1
38785.973,1
39547.055,1
38167.715,1
46126.105,1
49843.953,1
62332.13,1
48599.855,1
60813.777,1
57974.05,1
53794.4,1
35533.3,1
39001.94,1
18747.1,1
57086.066,1
25226.709,1
51737.05,1
38576.69,1
16156.04,1
46695.96,1
38931.53,1
13060.425,0
30060.459,0
51560.99,1
25841.445,1
51427.977,0
25853.252,1
24658.287,0
33740.74,1
19931.666,0
33668.88,1
40275.145,1
46995.387,1
32512.959,1
47497.8,0
31318.629,1
22860.775,1
21789.354,0
43165.2,1
41099.906,1
37518.863,1
6519.1616,0
20756.834,1
46207.88,1
57663.88,1
65849.98,1
13614.468,0
59117.348,1
54693.344,1
16451.256,0
35497.37,1
19306.76,1
7761.415,0
50857.074,1
13251.876,0
49770.902,1
60457.875,1
22602.146,0
16998.004,0
25516.248,1
42430.07,1
25504.266,1
40943.863,1
22945.744,1
51540.406,1
64363.81,1
5569.619,0
41331.816,1
67367.82,1
61141.277,1
36317.1,0
17776.951,0
44671.332,1
12965.392,0
54978.88,1
26150.291,1
22547.768,0
21336.307,0
55407.01,1
22986.906,0
28265.1,1
63263.996,1
32537.309,1
22166.15,0
23460.102,1
16919.44,0
36654.95,1
56561.223,1
27788.1,1
45498.395,1
49527.71,1
18670.979,0
38709.645,1
31563.445,1
13707.459,0
29284.625,1
37257.73,1
23220.031,1
26088.756,1
39534.027,1
50306.004,1
18555.357,0
29009.783,1
42774.39,1
23012.857,1
26959.4,1
25250.305,1
32382.031,1
21024.17,0
49891.21,1
15748.195,1
55128.184,1
20823.426,0
23775.598,1
22703.814,0
54009.996,1
20291.295,1
18696.178,0
43205.562,1
18324.35,1
34910.707,1
21930.186,1
24582.424,0
36856.24,1
52703.652,1
68806.125,1
46982.637,1
14498.891,0
31431.895,1
33619.023,1
22570.713,1
26031.184,0
46935.06,0
15360.624,0
22175.35,1
60136.613,1
47103.24,1
32064.025,1
24262.838,1
26702.773,1
32157.104,1
45037.8,1
31397.006,1
31720.768,1
19986.553,0
35453.977,1
20780.727,0
62158.42,1
17185.2,0
23420.385,0
22003.154,1
28668.488,1
32512.564,1
27554.588,0
52531.156,1
24764.01,1
53208.996,1
17222.973,0
56273.316,1
18749.018,1
54925.02,1
37153.766,1
21961.682,1
19146.322,0
27740.088,1
30853.164,1
21809.463,0
36588.285,1
46824.457,1
28954.527,1
59162.695,1
54274.957,1
51874.848,1
6487.069,0
71364.016,1
43196.3,1
21817.494,0
65083.008,1
59686.863,1
53586.652,1
38997.137,1
22783.068,1
32773.47,1
46710.1,1
12321.87,0
6405.7676,0
26440.19,1
51777.586,1
27435.213,1
29283.904,1
55130.61,1
18495.186,1
29175.252,1
43653.89,1
21942.137,0
30218.076,0
17957.145,0
50587.402,1
44702.594,1
24374.26,1
21357.717,0
47553.33,1
27264.291,0
29571.877,1
49656.49,1
61805.207,1
43056.656,1
27903.533,1
19104.225,0
11380.251,0
24723.21,0
21187.756,0
9282.626,0
61166.25,0
13735.193,0
7076.861,0
16139.648,0
25623.723,0
14679.126,0
10676.707,0
11500.243,0
32074.582,0
14886.089,0
12255.993,0
13897.581,0
14489.573,0
20674.53,0
13915.338,0
21829.764,0
16485.443,0
13659.904,0
14296.318,0
7597.448,0
33175.938,0
40531.406,0
14257.286,0
10742.869,0
13963.524,0
4844.5386,0
21350.885,0
5866.2563,0
14051.462,0
17542.863,0
18346.037,0
26099.656,0
12194.804,0
12173.412,0
32517.8,0
7030.1147,0
28464.914,0
10975.335,0
12241.589,0
7573.459,0
29935.006,0
61845.22,0
29699.584,0
9445.928,0
8453.34,0
23138.072,0
31215.28,0
13411.39,0
15442.698,0
7545.306,0
19860.908,0
16312.109,0
33804.95,0
19567.65,0
13117.935,0
5874.494,0
22329.516,0
9567.27,0
10202.379,0
21712.824,0
10316.335,0
9951.998,0
14948.434,0
10136.55,0
11247.339,0
18304.057,0
21549.553,0
11148.935,0
4076.7314,0
13136.149,0
9216.701,0
8068.237,0
10457.454,0
11825.875,0
27722.174,0
14954.358,0
31061.416,0
13595.395,0
7714.6304,0
20769.715,0
24852.162,0
15755.994,0
19736.74,0
21935.928,0
52911.48,0
7496.0503,0
20996.176,0
7964.1157,0
5410.931,0
15195.483,0
7716.1787,0
36905.863,0
12767.681,0
4076.1714,0
18023.363,0
9947.3955,0
8325.257,0
4744.4106,0
15193.999,0
13954.39,0
37790.848,0
15366.866,0
13940.452,0
10405.315,0
28341.604,0
29063.736,0
6047.019,0
17219.725,0
8765.056,0
10669.122,0
9531.454,0
16162.07,0
8711.407,0
7296.848,0
12475.071,0
14178.058,0
8369.275,0
17945.648,0
11154.948,0
19100.328,0
18598.365,0
6920.0063,0
11223.62,0
22095.11,0
13376.887,0
18781.623,0
9895.659,0
22376.262,0
13360.036,0
13288.867,0
11022.203,0
24910.38,0
7988.6743,0
14481.823,0
25377.398,0
20726.475,0
32599.125,0
9168.92,0
14826.369,0
11904.995,0
14326.22,0
19941.568,0
13972.821,0
18155.902,0
7587.4727,0
22214.22,0
8322.612,0
21183.4,0
6598.7056,0
29335.674,0
15532.635,0
12027.427,0
10476.626,0
19553.336,0
62836.21,1
6531.195,0
8187.3667,0
11637.704,0
13303.044,0
12521.802,0
11295.288,0
17021.008,0
18117.818,0
11745.353,0
48286.16,0
13824.542,0
12658.708,0
12696.958,0
15591.631,0
12243.733,0
18081.986,0
16211.428,0
10549.356,0
23013.088,0
10094.455,0
7838.435,0
35831.05,0
12603.489,0
16632.312,0
22050.65,0
21257.615,0
7040.5503,0
17868.709,0
9581.414,0
33565.832,0
21526.457,0
16680.322,0
28728.65,0
27167.312,0
12530.239,0
13324.454,0
16080.704,0
56377.906,0
41493.297,0
19472.195,0
9255.712,0
31014.871,0
10185.175,0
4978.9644,0
16468.83,0
17999.271,0
25908.182,0
17779.68,0
11394.038,0
18876.113,0
29732.412,0
34887.34,0
12261.259,0
8174.29,0
13870.167,0
21728.318,0
20777.271,0
10351.319,0
13658.388,0
10948.927,0
12347.752,0
14585.326,0
22215.13,0
22931.166,0
14364.192,0
8668.324,0
11304.077,0
7661.7607,0
13862.429,0
23424.756,0
8617.326,0
28716.51,0
11867.624,0
21228.271,0
21528.74,0
36395.707,0
6750.8784,0
14825.169,0
13518.96,0
16846.432,0
40802.426,0
11937.34,0
4726.7817,0
19678.045,0
17493.299,0
10248.604,0
14272.976,0
49951.246,0
14292.648,0
7703.3647,0
20351.078,0
11844.076,0
9802.679,0
16134.448,0
20166.084,0
13522.857,0
5374.516,0
19829.664,0
6249.396,0
26138.99,0
14005.535,0
11941.856,0
36220.637,0
14637.749,0
8699.798,0
4599.438,0
10159.822,0
12228.487,0
9073.665,0
15769.891,0
12609.376,0
10505.617,0
13115.573,0
3714.6157,0
34267.406,0
16341.386,0
28011.486,0
13579.759,0
6983.205,0
8769.245,0
15691.862,0
30623.443,0
22541.6,0
17521.916,0
26433.404,0
31959.525,0
9144.995,0
19924.244,0
17770.135,0
6097.695,0
21857.068,0
9877.975,0
8596.988,0
26351.855,0
34245.645,0
7326.395,0
9329.129,0
4504.3394,0
33166.605,0
6401.857,0
10678.297,0
13433.217,0
22552.01,0
20811.861,0
15158.458,0
12301.567,0
11537.329,0
14143.819,0
9047.351,0
24100.383,0
15362.044,0
53655.793,0
12560.661,0
10102.452,0
14058.228,0
25885.424,0
9257.279,0
11709.052,0
51979.152,0
10822.277,0
42769.652,0
13517.921,0
16830.602,0
7142.8164,0
9434.026,0
6770.7173,0
7856.5713,0
10074.045,0
7879.65,0
55909.293,0
11851.16,0
16908.53,0
31990.182,0
17630.318,0
8756.947,0
17654.684,0
12766.624,0
13354.742,0
13605.439,0
20666.705,0
42167.496,0
15174.468,0
23529.693,0
9318.122,0
9369.079,0
6605.4966,0
19649.537,0
40858.656,0
22309.979,0
27589.326,0
18445.717,0
8842.486,0
9701.399,0
25481.254,0
17476.205,0
50262.31,0
22628.346,0
5751.172,0
8692.226,0
20427.76,0
15073.528,0
17130.404,0
11579.625,0
11305.727,0
38580.535,0
15897.659,0
10946.854,0
12363.469,0
14546.535,0
10180.022,0
8357.124,0
7529.646,0
16414.678,0
45139.184,0
37182.418,0
15049.971,0
19089.635,0
18846.176,0
6546.2827,0
20766.898,0
17360.115,0
6257.1455,0
22228.713,0
18065.533,0
17584.275,0
22368.916,0
30441.152,0
6830.701,0
16789.64,0
17094.902,0
6536.9644,0
6479.3833,0
19853.408,0
12467.214,0
23491.982,0
17015.342,0
12111.765,0
10905.019,0
62572.957,0
11258.976,0
10431.083,0
24338.914,0
5995.1455,0
12151.413,0
20157.018,0
11403.303,0
9493.714,0
10893.53,0
6612.7954,0
13787.43,0
13828.107,0
11264.972,0
12643.458,0
6726.7485,0
19365.07,0
24032.56,0
22940.63,0
5663.7964,0
14579.855,0
19238.615,0
19834.926,0
29158.64,0
25168.684,0
17687.426,0
15122.335,0
6445.9453,0
8933.066,0
7949.101,0
30098.408,0
12867.5205,0
6788.7173,0
22882.018,0
7899.2646,0
21010.736,0
11304.208,0
6369.1323,0
5074.4023,0
28837.537,0
11819.284,0
15098.349,0
15638.288,0
14229.413,0
25178.924,0
11533.47,0
19145.477,0
11059.612,0
13203.609,0
15026.938,0
8536.768,0
24915.49,0
6461.41,0
8857.641,0
31792.14,0
8001.777,0
35684.742,0
32440.584,0
8568.701,0
38654.855,0
8308.133,0
5532.2495,0
9988.045,0
21212.557,0
52149.8,0
10201.846,0
10268.659,0
23224.594,0
16988.91,0
10122.709,0
5682.9287,0
24320.29,0
14017.13,0
11208.358,0
18104.85,0
6316.04,0
10701.675,0
13946.653,0
15505.562,0
55431.516,0
12190.91,0
10296.093,0
15477.315,0
13882.812,0
7514.6772,0
31646.463,0
36925.746,0
17454.064,0
15105.179,0
9991.6045,0
12044.96,0
25020.896,0
19849.713,0
17521.916,0
8422.373,0
6765.508,0
14243.716,0
14670.095,0
26262.82,0
16763.04,0
34984.902,0
21679.67,0
49049.918,0
12685.454,0
35392.227,0
29290.23,0
5660.226,0
4949.61,0
12753.276,0
11053.515,0
7726.4165,0
15569.704,0
15100.992,0
34523.113,0
30916.572,0
17700.484,0
29331.037,0
20525.428,0
10947.92,0
10611.241,0
8872.437,0
21555.084,0
31205.791,0
14314.864,0
29492.97,0
21502.104,0
11756.005,0
11192.347,0
9019.321,0
23506.447,0
22331.39,0
14634.462,0
55750.832,0
7864.077,0
21171.018,0
14259.839,0
49140.01,0
15440.718,0
18578.37,0
4027.876,0
8867.653,0
7570.031,0
14931.2295,0
4446.358,0
19392.195,0
18713.87,0
22832.473,0
9870.175,0
11933.21,0
15303.173,0
24453.074,0
8063.0024,0
10639.315,0
10526.839,0
24445.598,0
19136.48,0
44174.965,0
34916.55,0
25273.373,0
19224.479,0
16401.379,0
30028.67,0
8034.54,0
10012.157,0
10273.438,0
8054.069,0
11222.964,0
9367.413,0
12127.503,0
27898.174,0
13580.169,0
20844.693,0
49410.043,0
17611.764,0
17299.244,0
17372.38,0
5731.217,0
12726.812,0
29431.1,0
20560.908,0
5345.71,0
14029.175,0
8659.44,0
19070.744,0
26710.32,0
7856.7666,0
7700.898,0
11975.576,0
7510.686,0
48044.605,0
17264.55,0
14027.61,0
18653.541,0
5527.645,0
10664.853,0
9324.022,0
31739.357,0
9157.481,0
8050.7603,0
27260.682,0
38209.117,0
8155.163,0
9895.659,0
10554.435,0
20592.074,0
62890.566,0
11687.813,0
10174.19,0
13751.57,0
16198.386,0
11796.259,0
24961.064,0
11588.222,0
20393.357,0
9573.819,0
8933.968,0
13844.698,0
17481.182,0
22727.873,0
13340.969,0
7679.395,0
5412.651,0
22358.94,0
25879.506,0
9103.202,0
12832.038,0
8025.7026,0
7547.558,0
9099.217,0
15820.371,0
28680.637,0
17297.861,0
11703.426,0
15250.47,0
15856.962,0
36213.035,0
16922.271,0
13027.958,0
23790.582,0
16368.491,0
11801.614,0
9263.464,0
32064.541,0
13762.43,0
12279.866,0
22247.994,0
11686.993,0
15826.024,0
23100.252,0
10370.218,0
12585.341,0
13307.503,0
13116.085,0
5612.096,0
18097.053,0
33408.637,0
24766.725,0
15417.336,0
6033.8657,0
35678.848,0
11311.595,0
20658.596,0
8686.704,0
15171.537,0
8760.839,0
8507.002,0
14533.289,0
26773.396,0
12832.813,0
20994.57,0
20266.232,0
20910.367,0
34444.66,0
12974.82,0
36320.52,0
11493.097,0
12628.226,0
6417.945,0
34095.145,0
27399.986,0
14155.104,0
17865.578,0
6602.562,0
8596.011,0
18397.186,0
16595.428,0
16429.889,0
16353.02,0
11657.16,0
23920.791,0
31093.467,0
60234.555,0
15764.473,0
13276.993,0
9942.3955,0
26805.639,0
10255.56,0
44912.996,0
10400.093,0
10325.021,0
27989.955,0
10312.937,0
6358.2163,0
14847.241,0
20775.771,0
28505.902,0
9054.723,0
4961.661,0
48549.715,0
11689.438,0
10290.66,0
7549.8022,0
10154.121,0
8899.618,0
15017.275,0
17673.621,0
15612.298,0
28884.297,0
13969.505,0
7273.3794,0
13807.509,0
13199.56,0
13463.966,0
4821.844,0
17186.758,0
8895.309,0
11558.323,0
30264.574,0
12115.022,0
22533.668,0
5331.054,0
16083.083,0
4223.617,0
10351.319,0
18122.799,0
34962.973,0
7608.249,0
11277.999,0
9739.323,0
29831.08,0
14404.642,0
14644.856,0
8255.493,0
6310.877,0
7398.684,0
8865.713,0
9906.755,0
11936.7,0
5950.6914,0
56460.953,0
5708.4565,0
24396.69,0
13169.595,0
7496.1753,0
7576.987,0
22015.262,0
7924.893,0
19457.61,0
11372.049,0
41750.082,0
19565.9,0
9721.663,0
6126.901,0
16380.761,0
15823.684,0
14143.819,0
20265.818,0
8436.968,0
4097.264,0
5791.65,0
22506.795,0
9206.817,0
9662.364,0
22204.184,0
27252.967,0
20399.256,0
10966.294,0
16145.935,0
14005.536,0
15605.213,0
12713.187,0
55531.195,0
41978.324,0
12391.69,0
14084.151,0
8017.772,0
11172.217,0
16851.473,0
11730.747,0
33169.215,0
25959.658,0
14056.661,0
17809.678,0
5757.3228,0
16280.579,0
11113.882,0
21960.32,0
56730.465,0
5146.7534,0
4398.5767,0
14341.085,0
17173.545,0
12686.739,0
8146.0283,0
18322.305,0
35414.324,0
24507.705,0
8424.872,0
13005.714,0
17747.818,0
4838.3594,0
9732.724,0
45593.74,0
21962.775,0
10255.94,0
24149.053,0
54064.766,0
18439.127,0
13211.956,0
30009.453,0
13870.433,0
13579.778,0
29868.666,0
10273.509,0
7386.166,0
4865.6587,0
7867.4546,0
23920.791,0
21195.28,0
17988.873,0
15834.961,0
24714.37,0
25434.72,0
15057.771,0
4892.698,0
6160.94,0
14963.281,0
11192.902,0
19289.908,0
34762.746,0
29400.443,0
